,Class,Accuracy,Specificity,Sensitivity,PPV,NPV,ROC_AUC,Average Precision Score,Fold
0,ICU,0.43103448275862066,1.0,0.029411764705882353,0.42105263157894735,1.0,0.5147058823529411,0.42105263157894735,0
1,Not ICU,0.43103448275862066,0.029411764705882353,1.0,1.0,0.42105263157894735,0.5147058823529411,0.5983772819472616,0
